! FS,PUNC 2,17
" ABB,NUM,PUNC 1,1,956
රෝගියාගේ NNC,NNJ 11,4
රෝගී VNF,NNJ,PCV,NNC,JJ,NNP 2,7,1,7,13,1
රෝගීන් NNC,NNJ 26,3
රෝගීන්ගේ NNC,NNP 4,1
රෝද NNC,NNJ 3,26
රෝපණ NNC,NNJ,JJ 1,8,12
රෝපණය JCV,NNC,NCV 1,1,1
රෝපා" NNC,NNP 1,1
රෝපිත NNC,NNJ,JJ 1,1,8
රෝම JJ,NNP 1,11
රෝමන්වරුන් NNC,NNP 1,3
රෝමවරු NNC,NNP 1,1
රෝමානු JJ,NNP 2,26
රෝස JJ,NNP 1,6
රෝහල NNC,NNP 19,1
රෝහලට NNC,NNP 23,1
රෝහල් NCV,NNC,NNJ,JJ 3,35,4,2
රෝහල්ගත VP,JCV 3,1
ල ABB,NNP 3,1
ලංකා JJ,NNP 1,513
ලංකාවේ NNC,PRP,NNP 5,1,369
ලංකෝපකර JJ,NNP 1,1
ලංගම NNC,NNP 1,3
ලංසු NNC,NNJ,NCV 12,15,1
ලක් RPCV,RRPCV,RRRPCV,PCV,NCV,JJ,NNP 36,142,1,16,1,2,2
ලක්දිව NNC,NNP 2,1
ලක්විය VP,VFM 4,3
ලක්ෂ NUM,NNC,JJ,NNP 34,2,5,6
ලක්ෂණ NNC,NNJ 63,3
ලක්ෂණයක් NNC,PRP 7,1
ලක්ෂය NUM,NNC 4,1
ලක්ෂයේ NUM,NNC 1,1
ලක්ෂ්මේන්ද්‍ර NNC,NNP 2,2
ලක්‍ෂණ NNC,NNJ 8,4
ලකුණ NNC,NCV 5,2
ලකුණු NNJU,NNC,NNJ,PRP 1,104,15,1
ලගා RPCV,JCV,PCV 3,1,1
ලඟා RPCV,PCV,VNF 1,2,1
ලත් VP,RP 77,1
ලද VP,AUX,POST,NNP 1103,12,3,1
ලද්දකි VFM,NVB 2,13
ලද්දේ VP,POST 95,6
ලදැයි CC,VNF 1,10
ලදි AUX,VFM 1,74
ලදී VNF,VFM,CM,SVCV,AUX,NNP 1,682,1,4,2,3
ලදුපත NNC,NNP 4,1
ලදුපතෙහි NNC,NNJ 2,1
ලදුව VP,VNF 7,2
ලන්ඩනයේ NNC,NNP 1,36
ලන්දේසි JJ,NNP 3,19
ලන්දේසීන් NNC,NNP 1,12
ලන්දේසීන්ගේ NNC,NNP 1,1
ලන්දේසීන්ට NNC,NNP 3,2
ලබන JJ,VNN,VP,RB,V,SVCV,AUX 10,1,644,1,1,1,2
ලබන්නන් VP,NNC 1,2
ලබන්නන්ගේ NNC,NNJ 2,3
ලබන්නා VNN,NNC 2,1
ලබන්නේද VP,NNC 1,1
ලබයි SVCV,VFM 1,204
ලබ්ධිකයින් NNC,NNP 1,1
ලබා VP,VNF,POST,RRPCV,VNN 1,1955,2,2,4
ලබාගන්නා VP,VNF 6,6
ලබාගැනිම VNN,VFM 2,1
ලබාගැනීම VNN,VFM 46,1
ලබාගැනීමේදි NNC,NNP 1,2
ලබාගෙන VP,VNF 17,18
ලබාදිය VP,RPCV 20,1
ලබාදීම VNN,VFM 176,14
ලබාදීමටත් VP,NNC 1,1
ලබාදීමෙන් VNN,NNC,VNF 2,3,1
ලබාදුන් VP,VNF 17,7
ලබාදෙන VP,VNN 77,1
ලබාදෙනවා VFM,NNP 1,1
ලබාදෙමින් VNF,NNC,NNP 6,1,1
ලමා NNJ‍,NNJ,NNP 1,1,1
ලලිත NNC,JJ,NNP 1,5,2
ලවණ NNC,NNJ 6,1
ලවණතාව NNC‍,NNC 1,1
ලවා VNF,POST 5,8
ලස්සන VP,JCV,JJ 2,1,6
ලා VNF,NNC,RP,JJ,NNP 16,1,20,3,3
ලාංකික NNC,JJ,NNP 1,1,54
ලාංකිකයින්ට NNC,NNP 1,1
ලාංකිකයෙකුට NNC,NNP 1,1
ලාබ NNC,NNJ 3,1
ලාභ NNC,NNJ,NCV 7,4,1
ලාභදායී NNC,JJ 1,1
ලාභී NNC,NNJ 5,1
ලාභීන් NNC,NNJ 2,2
ලැබ VP,VNF 3,59
ලැබිණ VP,VFM 1,30
ලැබිය VP,VFM 32,2
ලැබී VP,VNF 24,129
ලැබීම් VNN,NNC,NNJ,NNP 5,2,6,1
ලැබීමෙන් VP,VNN 1,19
ලැබු VP,VNF 32,1
ලැබුණකි VFM,NVB 1,1
ලැබුණත් VP,VNF 1,1
ලැබුණා VP,VFM,NNP 1,6,3
ලැබුණු VP,VNN,VFM 66,6,1
ලැබුවද VP,VNN,POST,VNF 5,1,1,1
ලැබුවහොත් VNF,NNC 4,1
ලැබුවා VNN,VFM 1,8
ලැබූවෙකි VFM,NVB 2,1
ලැබෙනවා VNN,NNC,VNF 4,1,2
ලැබෙන්නා VP,RPCV 2,1
ලැබෙන්නේ VP,VNF,VFM,PRP,VNN 11,1,1,2,1
ලැබෙනුයේ VP,NNC 3,1
ලැබෙයි VP,VFM 1,2
ලැබේ VNF,VFM,QBE 2,349,1
ලැබේ. NNC,NNP 5,3
ලැයිස්තු NNC,NNJ 17,2
ලැයිස්තුගත VP,NNC,NCV 1,1,2
ලැයිස්තුවේ NNC,NNJ 10,2
ලෑලි NNC,NNJ 9,1
ලෑස්ති NNC,NNP 1,1
ලෑස්තියි VP,NNC 1,3
ලි NNJ,NNP 1,4
ලිඛිත VP,JCV,JJ 3,1,37
ලිඛිතව VNF,NNC,RB,JJ,VNN 7,2,7,3,1
ලිට්ල් UNK,NNP 1,2
ලිනන් NNC,JJ,NNP 1,1,1
ලිපි NCV,NNC,NNJ,JJ 6,144,80,1
ලිපිගොනු NNC,NNJ 6,1
ලිපිද්‍රව්‍ය NNC,NNJ,NNP 1,2,2
ලිපිය NNC,PRP 486,1
ලිපියට NNC,NNJ 30,1
ලිපියෙහි NNC,NNP 15,1
ලිපිලේඛන VP,NNC 1,1
ලිපිවල NNC‍,NNC,NNJ,NNP 1,6,7,2
ලිබරල්වාදී NNC,JJ 1,4
ලියකිවිලි NNC,NNP 3,1
ලියන් NNC,NNP 1,11
ලියවිලි NNC,NNJ 24,2
ලියාපදිංචි VNF,JCV,NNJ,VNN,NNC,NCV,JJ 1,34,15,1,1,59,24
ලියාපදිංචිය VNN,NNC 3,10
ලියාපදිංචිව VNF,NNC 3,1
ලියැවී VP,VNF 1,8
ලියෙන් NNC,NNP 1,1
ලිවීමේදී VNN,VNF 10,1
ලිස්සන VP,NNC,JJ 1,1,2
ලිහිල් JCV,JJ 14,1
ලී NNJ,JJ,NNP 6,2,18
ලීගය NNC,NNP 1,11
ලීගයේ NNC,NNP 2,4
ලීටර් NNC,NNJ,NNP 2,4,4
ලුණු NNC,NNJ,JJ,NNP 4,1,1,4
ලුතිනන් JJ,NNP 3,1
ලූ VP,NNC,CM 1,2,1
ලෙඞ් NNC,JJ 1,1
ලෙටර් NNC,NNP 1,1
ලෙඩ NNC,NNJ,JJ 5,2,1
ලෙන VP,NNC 10,3
ලෙන් NNC,NNJ,NNP 3,3,5
ලෙස RP,NNC,NCV,RB,NIP,POST 1,1,1,1,1,2517
ලෙසට POST,RB 72,1
ලෙසටය POST,VFM,NVB 1,2,1
ලෙසය POST,NVB 4,24
ලෙසයි POST,NVB 15,3
ලෙසින්ද POST,NNP 2,1
ලෙසිනි POST,NVB 11,2
ලෙ‍ලි NNC,NNP 2,2
ලේ PUNC,ABB,NNC,NNJ 1,24,24,4
ලේකම් NNJ,NN,NNC,PRP,JJ,NNJ‍,NNP 486,1,639,1,7,1,2
ලේකම්, VP,UNK,NNC,NNP 1,1,13,9
ලේකම්ගේ NNC,NNJ 42,2
ලේකම්වරයාගේ NNC,NNJ 2,2
ලේකම්වරුන් NNC,NNP 41,2
ලේඛ NNC,NNP 1,1
ලේඛක NNC‍,NNC,JJ 1,3,1
ලේඛකාධිකාරි NNC,NNJ,NNP 11,1,5
ලේඛකාධිකාරී NNC,JJ 1,1
ලේඛන NCV,NNC,NNJ,JJ 4,140,29,1
ලේඛනගත VP,JCV,NCV,JJ 5,6,3,1
ලේඛනයක NNC,NNJ 2,1
ලේඛනයේ NNC,JJ 27,1
ලේඛනවල NNC,CM,NNP 32,5,2
ලේඛනාගාර NNC,NNJ 3,1
ලේසර් NNC,NNP 2,1
ලොකු JCV,NNC,NNJ,JJ,NNP 1,1,1,34,3
ලොකුම RB,JJ 1,6
ලොග් JJ,NNP 2,2
ලොතරැයි NNC,NNJ,JJ,NNP 6,12,1,1
ලොම් NNC,NNJ,JJ 1,2,1
ලොරි NNC‍,NNC,NNJ,JJ,NNP 3,8,8,3,4
ලොරිය NNC,NNC‍ 1,1
ලොව NNC,JJ 152,2
ලොවපුරා VNF,NNP 3,1
ලෝ NNV,NNC,JJ 1,1,4
ලෝක NNC,NNJ,JJ,NNP 3,199,15,8
ලෝකඩ NNC,JJ 2,7
ලෝකයේ NNC,NNJ,JJ,NNP 122,3,1,2
ලෝකාවේශයේ NNC‍,NNC 1,4
ලෝකේ VP,NNC 1,1
ලෝහ NNC,NNJ 7,16
ලෝහවල NNC,JJ 1,1
ලෞකික NNC,JJ 3,3
ව VNF,ABB,RP,NIP,RB 61,172,148,1,1
ව. ABB,RP 12,1
වංචා VNF,NNC,NNJ 9,20,4
වංශ NNC,JJ 2,10
වංශය NNC,NNP 8,2
වංශික NNC,JJ 2,2
වංශිකයන් NNC,NNP 1,1
වකවානුවල NNC,CM 1,2
වක්‍ර JCV,NNC,JJ 1,1,5
වක්‍රව NNC,RB 3,2
වග RPCV,JCV,RRPCV,NNC,DET,NCV,JJ,POST,NNP 2,2,2,34,1,2,1,3,1
වගකිය VP,NNC 1,1
වගකිව VP,VP‍,JJ 22,1,4
වගකීම NNC,NCV 100,2
වගකීමකි VFM,NNC,NVB 1,2,4
වගකීමකින් VP,RB 1,1
වගකීම් NNC,NNJ,NCV 35,8,5
වගකීමෙන් VNN,NNC,RB 1,8,2
වගා VNF,NNC,NNJ,NCV 1,9,42,56
වගාව NNC,PRP 60,1
වගාවේ NNC‍,NNC 1,2
වගු NNC,NNJ 4,4
වගුරු NNJ,JJ 2,2
වගෙයි VP,POST 1,1
වගේ POST,NNC,NVB 58,2,1
වගේම POST,NIP 21,13
වචන VP,NNC,NNJ 1,30,7
වචනයකි NNC,NVB 1,1
වජ්පායි VNN,NNP 1,80
වජ්පායිට PRP,NNP 1,9
වජිර VNF,NNP 1,1
වට JCV,NNJ‍,NNC,NNJ,NCV 3,1,14,5,2
වටදාගෙය NNC,NNP 2,1
වටහා VNF,RRPCV,RPCV 20,1,1
වට්ටෝරු NNC,NNJ,JJ 15,4,2
වටා VNF,POST,NNC 6,1,42
වටිනා NNC,JJ 1,37
වටිනාකමට VNN,NNC 1,1
වටිනාකම් NNC,NNJ,NCV 41,3,2
වටිනාම NNC,JJ 1,1
වටේ POST,NNC 1,5
වඩ RP,RB 5,1
වඩදිය NNC,NNP 2,1
වඩමු VNN,VFM 2,4
වඩා VNF,RP,JJ,DET,RB,POST,NIP 3,399,3,2,1,15,1
වඩාත් CM,DET,RP,RB,JJ 1,1,196,1,6
වඩාත්ම RP,JJ 18,2
වත් POST,RP,CM 25,1,1
වත්කම් NNC,NNJ,JJ 13,11,2
වත්ත NNC,JJ,NNP 1,1,1
වත්තේ NNC‍,NNC 1,1
වතු NNC‍,NNC,NNJ,JJ,NNP 1,7,23,2,2
වද NNC,NNJ,JJ 1,1,1
වධ NNC,NNJ,JJ 6,9,6
වන VNF,RP,NNJ,CM,VNN,VP,JJ,AUX,POST,NNP 12,7,10,1,1,2874,7,1,335,1
වනගත VP,JJ 2,1
වනජීවී NNC,JJ,NNP 16,14,1
වනජීවීන් NNC,NCV 1,1
වනවා VNN,VFM 3,8
වනවාත් VNF,NNC 1,1
වනවාසි NNC,JJ 1,1
වන්දනා JJ,NNC,NNJ,NCV 2,6,4,5
වන්දනාමාන NNC,NCV 3,5
වන්දි NNC,NNJ,NCV 30,6,5
වන්න VP,VNN,VFM 2,3,2
වන්නක් VNN,NNC 3,6
වන්නටත් VNN,NNC 1,1
වන්නාවූ VP,NNC 3,1
වන්නැයි CC,VNN,NNC 1,5,1
වන්නේ VP,POST,NNC 500,3,1
වන්නේත් VP,NNC 1,1
වන්නේද VP,QUE 1,1
වන්නේය VP,VFM 5,15
වන්නෝ VP,NNC 1,3
වනාතවිල්ලුව NNC,NNP 3,2
වනාන්තර NNC,NNJ,JJ 34,18,1
වනාහී VP,VNF,NNC 1,1,1
වනිතා JJ,NNP 7,1
වනු VP,AUX,VP‍ 206,1,1
වනුයේ VP,VNN,POST,NNC 89,1,3,1
වඳ JCV,ACV,NCV 6,1,1
වඳවීමේ VNN,JJ 2,1
වප් JJ,NNP 2,2
වම NNC,JJ 3,1
වමට NNC,NNP 2,1
වම් NNC,JJ 2,13
වම්පස NNC,JJ 8,1
වමේ NNC,JJ,NNP 24,9,1
වයර්ලස් NNC,NNP 1,1
වයරින් NNC,NCV 2,1
වයස NNC,NNJ 89,2
වයස් JCV,NNJ,JJ 1,17,2
වයස්ගත VP,JCV,JJ 1,1,2
වයස්ගතම NNC,JJ 1,2
වයි VFM,ABB 1,1
වයිට් UNK,NNP 1,6
වයිරමුත්තු NNC,NNP 1,1
වයෝවෘද්ධ NNC,JJ 1,5
වර NNC,RB 22,5
වරක් POST,NNC,RB 8,57,2
වරක්ම POST,NNC 1,4
වරකාපොල NNC,NNP 4,7
වරකාපොල. NNC,NNP 1,1
වරකාමුර NNC,NNP 3,1
වරටත් POST,NNC 3,14
වරදකරු NNC,NCV 3,2
වරප්‍රසාද NNC,NCV 14,6
වරම් NNC,NCV 11,1
වර්ග JJ,NNC,NNJ,NCV,NNP 2,146,7,18,5
වර්ගයකි NNC,NVB 1,10
වර්ගවාදී NNC,JJ 1,1
වර්ගීකරණ VP,NNC,NNJ,JJ 1,1,1,1
වර්ගීකරණය NNC,NCV 10,14
වර්ජන NNC,NNJ,JJ 9,7,1
වර්ජනය NNC,NCV 18,7
වර්ඩ් NNC,JJ,NNP 5,1,1
වර්ණ JJ,NNC,NNJ,NCV 2,39,27,1
වර්ණකුලසූරිය NNC,NNP 1,1
වර්ණනා NNC,NCV 1,1
වර්ණවත් JCV,NNC,JJ 1,2,1
වර්ණාවලි NNC,NNJ,JJ 1,1,3
වර්තමාන NNC,JJ,NNP 2,72,1
වර්තමානය NNC,NCV 8,1
වර්ධන NNJ,JJ 3,19
වර්ධනය JCV,NNC,NNJ,NCV 6,79,3,127
වර්ධනයක් VNN,NNC 1,16
වර්මන් JJ,NNP 1,1
වර්ෂ NNC,NNJ,NNP 77,6,2
වර්ෂය NNC,NCV 148,1
වර්ෂයකදීම VNN,NNC 1,1
වර්ෂයේ NNC,NNJ 262,2
වර්ෂයේදී NNC,NNP 68,1
වර්ෂා NNC,NNJ,JJ 1,2,4
වරාය NNC,NNJ,JJ,NNP 32,1,3,1
වරායේදී NNC,NNP 4,1
වරින් NNC,RB 13,5
වරින්වර NNC,RB 3,4
වරු NNC,CM,NNP 7,1,2
වරෙන්තු NNC,NNJ 3,2
වල CC,VP,NNC,CM‍,CM 1,1,2,2,928
වලංගු JCV,NNC,JJ 13,7,12
වලංගුව VNF,RB 3,2
වලට CM‍,CM 1,623
වලටද CM‍,CM 1,13
වලදී POST,CM‍,CM 1,2,118
වලදීය VFM,CM 1,1
වලන් VNF,NNC 1,5
වලපනේ VP,NNP 1,4
වලය NNC,NVB 1,2
වලස් NNC,NNP 1,1
වල් NNC,CM,JJ,NNP 2,17,10,2
වලාකුළු NNC,NNJ 2,1
වලින් POST,NNC,CM 9,3,419
වලිනි NVB,CM 15,2
වලිසුන්දර NNC,NNP 2,2
වවුචර් NNC,NNJ,NCV 4,2,1
වශයෙන් VP,RP,POST,NNC 1,1,776,3
වශයෙන්ද POST,NNC 4,1
වශයෙන්ම POST,NNC 26,1
වශයෙනි POST,NVB 30,21
වශයෙනුත් POST,NNC 1,1
වශී VNF,JCV,NCV 2,1,1
වස NNC,NNJ 4,1
වසංගත VP,NNJ,JJ 1,6,4
වසන්ත JJ,NNP 2,6
වසන්තය NNC,NNP 1,1
වසමට VNN,NNC 2,4
වසම් NNC,NNJ 18,1
වසම්වල NNC,CM 6,2
වසමේ NNC,JJ 36,1
වසර NNC,NNJ 321,12
වසරක NNC,JJ 30,1
වසරකට NNC,JJ 36,1
වසරට NNC,NNP 16,2
වසර් NNC,NNP 3,2
වසරින් NNC,NNP 3,2
වසරේ NNC,NNJ 183,1
වස් POST,NNC 25,1
වස්තු NNC,NNJ 14,3
වහ JJ,RB 1,2
වහනය NNC,NCV 1,1
වහන්සේ NNC,NNP 107,1
වහන්සේගේ NNC‍,NNC,NNP 1,22,1
වහන්සේය VFM,NNC,NVB 1,4,1
වහල NNC,NNJ 5,2
වහල් NNJ,JJ 8,3
වහා POST,RB 2,61
වහාම POST,RB 2,83
වළං NNC,NNC‍ 1,1
වළලු NNC,NNJ 3,2
වළාකුළු NNC,NNJ 5,2
වළේ NNC‍,NNC 1,4
ව්‍යක්ත NNC,JJ 2,1
ව්‍යර්ථ JCV,NNC,NCV 5,1,2
ව්‍යවස්ථා NNC,NNJ,JJ 6,27,1
ව්‍යවස්ථානුකූලව NNC,JJ 1,2
ව්‍යවස්ථාපිත NNC,NNJ,JJ 1,1,8
ව්‍යවස්ථාවේ NNC,NNP 9,1
ව්‍යවස්‌ථාදායකය NNC,NNP 1,1
ව්‍යවසායක NNC,JJ 1,1
ව්‍යවසායකත්ව NNJ,JJ 2,3
ව්‍යවහාර JCV,JJ 6,3
ව්‍යාකරණ NNC,NNJ 1,40
ව්‍යාජ NNC,JJ 2,16
ව්‍යාධවේද NNC,NNP 2,2
ව්‍යාප්ත VNF,JCV,NNC,JJ,RPCV 1,52,1,9,5
ව්‍යාප්තව VNF,RB 4,3
ව්‍යාප්ති NNC,NNJ 2,1
ව්‍යාප්තිය NNC,NNP 14,1
ව්‍යාපාර NNC,NNJ 54,34
ව්‍යාපාරයේ NNC,JJ 32,1
ව්‍යාපාරික NNC,JJ 4,60
ව්‍යාපෘති NNC,NNJ,JJ 121,32,1
ව්‍යාපෘතියයි NNC,NVB 1,1
ව්‍යාපෘතීන්හි NNC,NNJ 1,1
ව්‍යායාම NNC,JJ 6,2
ව්‍යුත්පන්න JCV,NNC,NCV 4,1,3
ව්‍යුත්පන්නයට NNC,NNP 2,3
ව්‍යුහ NNC,NNJ 7,1
ව්‍යුහගත JJ,NCV 1,2
ව්‍යුහමය NNC,JJ 2,1
ව්‍යුහවාදී NNC,JJ 1,2
ව්‍රත NNC,NNJ 3,1
වා NNC,NNP 1,2
වාක්‍ය NNC,NNJ 2,4
වාගේ POST,NNC 13,6
වාචිකව VNF,NNC,RB,VNN 1,1,4,2
වාඩි RPCV,JCV,RRPCV 2,5,3
වාණිජ NNC,NNJ,JJ,NNP 1,2,67,3
වාණිජමය NNC,JJ 1,7
වාද NNC,NNJ,NCV 4,4,6
වාදය NNC,NVB 24,1
වාද්‍ය NNC,NNJ,JJ 1,1,3
වාදී NNC,JJ 1,2
වාන් NNJ‍,NNJ 1,2
වානේ NNC,NNJ,JJ,NNP 2,2,4,6
වාමාංශය NNC,NNP 3,1
වාමාංශික NNC,JJ,NNP 1,29,4
වායු NNC,NNJ,NNP 8,41,1
වායුගෝලයේ NNC,NNP 7,1
වාර JJ,NNC,NNJ,NCV 12,4,12,4
වාරණ NNJ,JJ 1,4
වාරණය NNC,NCV 1,1
වාර්තා NNC,NNJ,NCV 215,18,247
වාර්තාගත VP,JCV,JJ 3,2,2
වාර්තාත් NNC,PRP 1,1
වාර්තාව NNC,NVB,NNJ 308,1,1
වාර්තාවල NNC,NNJ 6,1
වාර්තාවේ VFM,NNC,NNJ 5,26,2
වාර්ථා NNC,NNJ,NCV 1,2,3
වාර්ෂික NNC,RB,JJ,NNJ 1,1,156,2
වාර්ෂිකයේ NNC,JJ 4,2
වාර්ෂිකව NNC,JJ,RB 20,7,9
වාරි NNJ,JJ 3,11
වාරික NCV,NNC,NNJ,JJ 1,4,7,1
වාරිත්‍රය NNC,NVB 1,2
වාරිමාර්ග NUM,NNC,NNJ,NNP 1,4,17,1
වාශ්ප JCV,NNP 1,1
වාෂ්ප NNC,NCV,JJ 6,1,6
වාසය NNC,NCV 5,19
වාසස්‌ථාන VP,NNC 1,2
වාස්තවිකත්වය NNC,NNP 1,1
වාස්තු NNJ,JJ,NNP 3,5,1
වාසි NNC,NNJ 18,1
වාසිදායක JCV,NNC,JJ 3,3,4
වාසුදේව NNC,NNP 1,12
වාසුළි NNC,NNP 1,4
වාහන NNC,NNJ,NNP 98,71,1
වාහල්කඩ NNC,NNP 5,2
වැ VNF,ABB 4,2
වැට NNC,NCV 15,1
වැටලීම් NNC,NNJ 5,1
වැට් NNJ,NNP 1,3
වැටි VNF,NNC,NNJ 5,3,1
වැටිය VP,NNC 1,1
වැටුණහොත් VNF,NNC 1,1
වැටුණා VNF,VFM,VNN 1,1,2
වැටුණු VP,VNN 27,1
වැටුප NNC,PRP 45,1
වැටුප් NNC,NNJ,NCV 154,96,3
වැටේ VNF,VFM 1,6
වැඩ VNF,NNJ,NNC,NNC‍,NCV,JJ,NNP 2,203,83,5,83,6,1
වැඩකටයුතු NNC,NNJ 4,1
වැඩදායි JCV,JJ 1,1
වැඩබලන VP,JJ 6,1
වැඩම JCV,RRPCV 19,1
වැඩමුළු NNC,NCV 18,1
වැඩසටහන NNP,NNC,NNJ,NCV,NVB 1,347,1,1,2
වැඩසටහන් NNC,NNJ,NNP 275,13,1
වැඩසටහන්ද NNC,NNJ 2,1
වැඩසටහනේ NNC,NNJ 22,2
වැඩි JCV,RP,JJ,NNC,ACV,RB,NDT 99,5,418,12,1,11,1
වැඩිකර VNF,JCV 4,1
වැඩිදියුණු JCV,RB,NCV 44,2,1
වැඩිදුර JCV,RB,JJ 1,1,47
වැඩිපුර NNC,RB,JJ 6,8,13
වැඩිපුරම DET,RB 1,1
වැඩිම NNC,JJ 6,30
වැඩිමනක් NNC,JJ 1,1
වැඩිමනත් NNC,RB,JJ 1,1,5
වැඩිය NNC,NVB 15,3
වැඩියා VNF,JCV,NNC 1,1,1
වැඩියි VP,NNC 4,5
වැඩියෙන් NNC,JJ 11,14
වැඩිවන VP,JJ 9,3
වැඩිවීමක් VNN,NNC 1,2
වැඩිවීමත් VNN,NNC 1,2
වැඩිවෙලා VNF,NNC,NNP 1,1,1
වැඩීම VNN,NNC 4,4
වැඩුණු VP,VNN 5,10
වැඩෙන VP,JJ 7,2
වැඩේ VFM,NNC 5,4
වැදගත් JCV,JJ,NNC,NCV,VP,RB 62,144,11,2,1,1
වැදගත්කම NNC,NNJ 30,1
වැදගත්ය VFM,NNC,NVB 2,1,2
වැදි VNF,JJ,NNP 1,12,5
වැදිලා VNF,VFM 2,1
වැනසීමේ VNN,NNC 1,1
වැන්න POST,NNC 1,3
වැනි POST,NVB 601,1
වැනිදා RP,POST,NNC 1,1,68
වැනිය VP,NVB 1,1
වැනෙන VP,VNF 2,1
වැය RPCV,JCV,RRPCV,NNC,NCV,JJ,NNJ 1,1,3,23,51,4,27
වැරදි NCV,NNC,NNJ,JJ 1,23,1,15
වැරදිකරුවන් NNC,NNJ 1,1
වැරදීම VNN,NNC‍ 12,1
වැරදීම් NNC,NNJ 6,1
වැරැදි JJ,RB 5,1
වැලකීමේ VNN,NNC 1,1
වැලඳ VNF,JCV 2,2
වැල් NNC,NNJ,JJ‍ 3,1,1
වැලි NNC‍,NNC,NNJ,JJ,NNP 1,19,2,13,1
වැව් NNC,NNJ,NNP 27,18,1
වැවිලි NNC,NNJ,JJ 3,8,3
වැවේ NNC‍,NNC,JJ 1,15,1
වැසි NNC,NNJ,JJ,NNP 14,7,7,1
වැසිකිළි NNC,NNJ,JJ 12,7,4
වැළකීම VNN,VFM 9,1
වැළඳ VNF,JCV,RRPCV 9,2,2
වැළඳුණු VP,VNN 5,1
වෑන් NNJ,NNP 8,12
වි VNF,VFM,ABB 22,2,7
විකල්ප NNC,NNJ,JJ 2,5,17
වික්‍රමතුංග NNC,NNP 1,3
වික්‍රමාරච්චි NNP‍,NNP 1,7
විකාර NNC,JJ 1,4
විකාශන VP,NNJ,JJ 3,3,14
විකාශනය NNC,NCV 11,11
විකාශය NNC,NCV 2,13
විකිණීම VNN,VFM 24,1
විකිපීඩියාව NNC,NNP 1,2
විකිරණ NNC,NNJ,JJ 3,5,1
විකුණුම් NNC,NNJ 1,1
විකෘති JCV,NNC,NCV,JJ 7,1,3,3
විඛණ්ඩනය NNC,NCV 1,1
විගණක NNC,NNJ 9,4
විගණකවරුන්ගේ NNC,NNJ 2,1
විගණකාධිපති NNC,NNJ 18,1
විගණකාධිපතිගේ NNC,NNJ 5,2
විගණන NNC,NNJ,JJ,NNP 23,47,55,1
විගණනයට NNC,NCV 1,3
විගමන NNC,JJ 1,8
විගස POST,NNC,RB 5,1,1
විගසම POST,NNC 1,1
විග්‍රහ JCV,NCV 4,13
විචාරක NNC,JJ 3,2
විචිත්‍ර NNC,JJ,NNP 1,2,1
විජයගේ NNC,NNP 2,2
විජයබාහු NNC,NNP 2,11
විජ්ජා NNC,JJ 1,1
විජිත NNC,NNJ,JJ,NNP 3,13,1,2
විජිතවාදී NNC,NNJ 1,1
විජේතුංග NNC,NNP 1,6
විජේසූරිය NNC,NNP 1,2
විට RP,VNN,VP,RB,POST,NNP 1,1,1,6,824,2
විටක POST,NNC 3,5
විටකත් DET,NNC 1,2
විටදී VNF,POST,NNC 1,8,1
විටම DET,POST,NNC 1,2,17
විටමින් NNC,NNJ,NNP 1,1,3
විටින් POST,RB 1,10
විටියස් NNC,NNP 1,1
විටෙක POST,NNC,CM,RB 4,26,1,1
විත JCV,POST 2,1
විතර POST,NNC,JJ 16,1,1
විතරක් POST,NNC 1,10
විතරයි VFM,NNC 3,3
විත් VNF,POST 3,2
විත්ති NNC,NNJ 16,1
විද්වත් VP,JJ 1,9
විද්‍යමාන VP,JCV 1,1
විද්‍යා NNC,NNJ,JJ 13,11,95
විද්‍යාගාර NNC,NNJ 9,8
විද්‍යාඥ NNC,JJ 1,4
විද්‍යාඥයන් NNC,NNJ 12,1
විද්‍යාඥයෝ NNC,NNP 1,1
විද්‍යාත්මක NNC,NNJ,JJ 13,4,80
විද්‍යාපීඨ NNC,NNJ 3,14
විද්‍යායතනය NNC,NNJ 5,1
විද්‍යායතනයේ NNC,JJ 2,1
විද්‍යාල NNC,NNJ,JJ 10,8,1
විද්‍යාලය NNC,NNP 28,14
විද්‍යාලයීය NNJ,JJ 1,3
විද්‍යාලයේ NNC,NNP 45,2
විද්‍යාලයේදී NNC,NNP 2,1
විද්‍යාලීය NNC,JJ,NNP 1,1,3
විද්‍යාව NNC,NNJ 173,1
විද්‍යුත් NNC,JJ,NNP 3,131,1
විද්‍යෝදය NNP‍,NNP 2,4
විදැහුම් NNC,NNJ 1,1
විදි NNC,JJ 1,1
විදියට POST,NNC 1,18
විදු VP,NNP 1,1
විදුලි NNV,NNC,NNJ,JJ 1,5,21,187
විදුලිබල NNC,NNJ,JJ,NNP 6,1,5,1
විදුලිය NNC,NNJ 47,4
විදුලියෙන් NNC,RB 2,2
විදුහල් NNC,NNJ,NNP 1,5,2
විදුහල්පති NNC,NNJ,NNP 64,18,1
විදුහලේ NNC,JJ 8,3
විදෙස් NNC,JJ 1,50
විදෙස්ගත VP,NNC 2,1
විදේශ NNC,NNJ,JJ 2,190,81
විදේශගත VP,JCV,JJ 10,4,1
විදේශාධාර NNJ,JJ 2,3
විදේශික NNC,JJ 1,3
විදේශීය NNC,NNJ,JJ 2,1,68
විධ NNC,JJ 1,3
විධාන NNC,NCV 20,1
විධායක NNC,JJ 2,25
විධාරණය NNC,NCV 1,1
